graph_assertion_id,attack_id,first_seen_version
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s26::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s27::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s32::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s33::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s35::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s36::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s40::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s40::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s42::T1113,T1113,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s53::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s54::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s60::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s61::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s64::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s65::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s66::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s67::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s67::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s67::T1105,T1105,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s67::T1547.001,T1547.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s68::T1547.001,T1547.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s70::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s72::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s73::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s77::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s8::T1033,T1033,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s8::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s80::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s86::T1083,T1083,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s87::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s89::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s9::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_11__s96::T1518.001,T1518.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s100::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s100::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s103::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s119::T1566.001,T1566.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s120::T1569.002,T1569.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s121::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s121::T1569.002,T1569.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s122::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s125::T1105,T1105,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s126::T1070.004,T1070.004,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s127::T1070.004,T1070.004,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s127::T1562.001,T1562.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s128::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s129::T1562.001,T1562.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s130::T1543.003,T1543.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s131::T1484.001,T1484.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s133::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s134::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s135::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s136::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s137::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s139::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s139::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s14::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s140::T1573.001,T1573.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s2::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s23::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s28::T1210,T1210,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s29::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s29::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s29::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s30::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s33::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s33::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s35::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s37::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s42::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s47::T1548.002,T1548.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s49::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s49::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s49::T1105,T1105,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s49::T1566.001,T1566.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s50::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s51::T1569.002,T1569.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s52::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s53::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s54::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s55::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s58::T1068,T1068,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s58::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s58::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s59::T1543.003,T1543.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s60::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s60::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s61::T1574.002,T1574.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s62::T1068,T1068,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s62::T1484.001,T1484.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s63::T1484.001,T1484.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s64::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s66::T1543.003,T1543.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s66::T1569.002,T1569.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s67::T1484.001,T1484.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s70::T1070.004,T1070.004,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s71::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s72::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s73::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s74::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s75::T1562.001,T1562.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s76::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s76::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s76::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s76::T1562.001,T1562.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s78::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s78::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s84::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s86::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s86::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s86::T1033,T1033,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s87::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s88::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s90::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s91::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s92::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s92::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s95::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s96::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s97::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_12__s99::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s18::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s21::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s31::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s43::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s44::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s45::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s47::T1110,T1110,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s51::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s56::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s57::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s59::T1110,T1110,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_13__s6::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s1::T1105,T1105,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s101::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s103::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s104::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s104::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s104::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s105::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s107::T1071.001,T1071.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s108::T1071.001,T1071.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s113::T1012,T1012,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s114::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s115::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s118::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s121::T1053.005,T1053.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s122::T1053.005,T1053.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s124::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s126::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s126::T1105,T1105,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s130::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s132::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s135::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s135::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s135::T1548.002,T1548.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s136::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s138::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s139::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s140::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s140::T1218.011,T1218.011,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s141::T1574.002,T1574.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s143::T1518.001,T1518.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s154::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s154::T1518.001,T1518.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s160::T1218.011,T1218.011,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s161::T1562.001,T1562.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s162::T1055,T1055,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s17::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s18::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s18::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s20::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s22::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s26::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s28::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s30::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s31::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s31::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s32::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s33::T1484.001,T1484.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s39::T1574.002,T1574.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s4::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s4::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s42::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s44::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s45::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s50::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s50::T1547.001,T1547.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s51::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s51::T1547.001,T1547.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s53::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s54::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s55::T1012,T1012,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s55::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s56::T1055,T1055,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s57::T1055,T1055,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s59::T1055,T1055,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s6::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s64::T1012,T1012,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s66::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s67::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s70::T1056.001,T1056.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s71::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s77::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s78::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s80::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s82::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s83::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s83::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s87::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s89::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s90::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s92::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s93::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s93::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s97::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_14__s98::T1059.003,T1059.003,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s102::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s104::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s104::T1083,T1083,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s107::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s111::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s112::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s117::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s12::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s120::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s121::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s122::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s122::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s126::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s13::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s130::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s137::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s14::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s141::T1041,T1041,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s151::T1012,T1012,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s151::T1074.001,T1074.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s151::T1083,T1083,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s151::T1112,T1112,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s151::T1547.001,T1547.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s153::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s154::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s159::T1210,T1210,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s161::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s164::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s169::T1210,T1210,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s175::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s176::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s177::T1057,T1057,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s178::T1012,T1012,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s18::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s181::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s182::T1057,T1057,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s184::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s193::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s195::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s196::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s198::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s199::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s200::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s201::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s202::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s202::T1204.002,T1204.002,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s203::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s203::T1082,T1082,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s204::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s204::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s205::T1210,T1210,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s209::T1573.001,T1573.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s21::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s21::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s21::T1210,T1210,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s210::T1552.001,T1552.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s211::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s211::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s213::T1005,T1005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s214::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s216::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s217::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s217::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s217::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s217::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s217::T1552.001,T1552.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s218::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s22::T1219,T1219,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s221::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s222::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s224::T1027,T1027,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s225::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s226::T1036.005,T1036.005,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s227::T1016,T1016,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s23::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s230::T1078,T1078,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s233::T1106,T1106,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s237::T1003.001,T1003.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s238::T1190,T1190,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s238::T1570,T1570,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s239::T1140,T1140,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s240::T1021.001,T1021.001,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s241::T1047,T1047,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s241::T1068,T1068,v1.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_15__s241::T1190,T1190,v1.0
