graph_assertion_id,sentence_id,first_seen_version
e5_mistral::TRAM2::RAG+FSP::tram2_1__s65::T1072,tram2_1__s65,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s66::T1070.004,tram2_1__s66,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s67::T1059.003,tram2_1__s67,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s68::T1016,tram2_1__s68,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s69::T1105,tram2_1__s69,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s70::T1090,tram2_1__s70,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s74::T1027,tram2_1__s74,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s76::T1027,tram2_1__s76,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s78::T1105,tram2_1__s78,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s80::T1016,tram2_1__s80,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s83::T1070.004,tram2_1__s83,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s84::T1027,tram2_1__s84,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s85::T1027,tram2_1__s85,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s87::T1027,tram2_1__s87,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s9::T1027,tram2_1__s9,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s9::T1070.004,tram2_1__s9,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_1__s92::T1027,tram2_1__s92,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s0::T1056.001,tram2_20__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s0::T1110,tram2_20__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s0::T1484.001,tram2_20__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s0::T1543.003,tram2_20__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s0::T1548.002,tram2_20__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s1::T1083,tram2_20__s1,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s1::T1552.001,tram2_20__s1,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s11::T1105,tram2_20__s11,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s18::T1219,tram2_20__s18,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s2::T1005,tram2_20__s2,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s2::T1552.001,tram2_20__s2,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s21::T1078,tram2_20__s21,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s22::T1078,tram2_20__s22,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s24::T1056.001,tram2_20__s24,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s24::T1068,tram2_20__s24,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s24::T1078,tram2_20__s24,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s24::T1484.001,tram2_20__s24,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s24::T1548.002,tram2_20__s24,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s28::T1078,tram2_20__s28,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s28::T1105,tram2_20__s28,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s29::T1570,tram2_20__s29,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s3::T1083,tram2_20__s3,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s31::T1041,tram2_20__s31,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s33::T1070.004,tram2_20__s33,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s33::T1562.001,tram2_20__s33,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s34::T1005,tram2_20__s34,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s37::T1027,tram2_20__s37,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s44::T1078,tram2_20__s44,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s45::T1027,tram2_20__s45,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s46::T1021.001,tram2_20__s46,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s46::T1072,tram2_20__s46,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s47::T1027,tram2_20__s47,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s47::T1041,tram2_20__s47,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s48::T1078,tram2_20__s48,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s5::T1078,tram2_20__s5,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s50::T1083,tram2_20__s50,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s52::T1036.005,tram2_20__s52,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s52::T1105,tram2_20__s52,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s54::T1021.001,tram2_20__s54,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_20__s55::T1072,tram2_20__s55,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s1::T1078,tram2_21__s1,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s100::T1484.001,tram2_21__s100,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s101::T1552.001,tram2_21__s101,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s102::T1005,tram2_21__s102,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s102::T1041,tram2_21__s102,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s102::T1110,tram2_21__s102,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s103::T1078,tram2_21__s103,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s104::T1110,tram2_21__s104,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s106::T1003.001,tram2_21__s106,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s106::T1112,tram2_21__s106,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s107::T1005,tram2_21__s107,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s107::T1041,tram2_21__s107,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s108::T1078,tram2_21__s108,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s109::T1078,tram2_21__s109,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s109::T1110,tram2_21__s109,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s109::T1484.001,tram2_21__s109,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s113::T1078,tram2_21__s113,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s114::T1003.001,tram2_21__s114,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s115::T1003.001,tram2_21__s115,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s115::T1056.001,tram2_21__s115,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s115::T1078,tram2_21__s115,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s115::T1543.003,tram2_21__s115,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s117::T1078,tram2_21__s117,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s118::T1021.001,tram2_21__s118,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s12::T1078,tram2_21__s12,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s121::T1078,tram2_21__s121,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s123::T1078,tram2_21__s123,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s125::T1056.001,tram2_21__s125,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s125::T1078,tram2_21__s125,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s126::T1105,tram2_21__s126,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s127::T1072,tram2_21__s127,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s128::T1078,tram2_21__s128,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s129::T1078,tram2_21__s129,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s129::T1105,tram2_21__s129,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s129::T1570,tram2_21__s129,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s13::T1078,tram2_21__s13,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s13::T1105,tram2_21__s13,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s13::T1110,tram2_21__s13,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s130::T1078,tram2_21__s130,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s131::T1036.005,tram2_21__s131,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s131::T1078,tram2_21__s131,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s131::T1110,tram2_21__s131,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s132::T1036.005,tram2_21__s132,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s134::T1036.005,tram2_21__s134,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s136::T1036.005,tram2_21__s136,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s14::T1033,tram2_21__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s14::T1036.005,tram2_21__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s14::T1078,tram2_21__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s14::T1083,tram2_21__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s140::T1562.001,tram2_21__s140,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s141::T1078,tram2_21__s141,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s144::T1036.005,tram2_21__s144,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s145::T1036.005,tram2_21__s145,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s146::T1033,tram2_21__s146,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s147::T1003.001,tram2_21__s147,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s147::T1056.001,tram2_21__s147,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s147::T1078,tram2_21__s147,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s15::T1078,tram2_21__s15,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s150::T1105,tram2_21__s150,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s151::T1036.005,tram2_21__s151,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s152::T1036.005,tram2_21__s152,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s153::T1570,tram2_21__s153,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s16::T1078,tram2_21__s16,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s160::T1003.001,tram2_21__s160,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s161::T1003.001,tram2_21__s161,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s162::T1003.001,tram2_21__s162,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s163::T1055,tram2_21__s163,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s164::T1003.001,tram2_21__s164,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s165::T1056.001,tram2_21__s165,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s166::T1003.001,tram2_21__s166,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s167::T1078,tram2_21__s167,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s168::T1078,tram2_21__s168,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s169::T1078,tram2_21__s169,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s17::T1078,tram2_21__s17,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s171::T1036.005,tram2_21__s171,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s172::T1041,tram2_21__s172,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s173::T1036.005,tram2_21__s173,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s175::T1036.005,tram2_21__s175,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s176::T1552.001,tram2_21__s176,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s177::T1078,tram2_21__s177,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s178::T1036.005,tram2_21__s178,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s180::T1016,tram2_21__s180,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s182::T1078,tram2_21__s182,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s183::T1078,tram2_21__s183,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s185::T1003.001,tram2_21__s185,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s186::T1003.001,tram2_21__s186,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s188::T1552.001,tram2_21__s188,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s19::T1036.005,tram2_21__s19,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s19::T1055,tram2_21__s19,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s19::T1078,tram2_21__s19,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s19::T1083,tram2_21__s19,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s190::T1005,tram2_21__s190,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s190::T1074.001,tram2_21__s190,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s190::T1083,tram2_21__s190,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s193::T1570,tram2_21__s193,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s194::T1078,tram2_21__s194,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s197::T1552.001,tram2_21__s197,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s198::T1078,tram2_21__s198,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s199::T1033,tram2_21__s199,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s2::T1068,tram2_21__s2,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s20::T1003.001,tram2_21__s20,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s21::T1484.001,tram2_21__s21,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s22::T1078,tram2_21__s22,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s23::T1518.001,tram2_21__s23,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s25::T1041,tram2_21__s25,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s25::T1055,tram2_21__s25,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s25::T1057,tram2_21__s25,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s25::T1068,tram2_21__s25,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s25::T1083,tram2_21__s25,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s26::T1570,tram2_21__s26,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s27::T1071.001,tram2_21__s27,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s28::T1570,tram2_21__s28,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s29::T1078,tram2_21__s29,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s30::T1078,tram2_21__s30,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s31::T1570,tram2_21__s31,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s33::T1570,tram2_21__s33,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s35::T1570,tram2_21__s35,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s36::T1570,tram2_21__s36,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s38::T1078,tram2_21__s38,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s39::T1105,tram2_21__s39,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s4::T1041,tram2_21__s4,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s4::T1078,tram2_21__s4,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s41::T1552.001,tram2_21__s41,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s42::T1003.001,tram2_21__s42,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s43::T1003.001,tram2_21__s43,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s44::T1078,tram2_21__s44,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s45::T1056.001,tram2_21__s45,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s46::T1552.001,tram2_21__s46,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s47::T1003.001,tram2_21__s47,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s48::T1003.001,tram2_21__s48,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s49::T1003.001,tram2_21__s49,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s49::T1552.001,tram2_21__s49,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s5::T1072,tram2_21__s5,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s5::T1083,tram2_21__s5,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s5::T1105,tram2_21__s5,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s5::T1219,tram2_21__s5,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s50::T1003.001,tram2_21__s50,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s50::T1021.001,tram2_21__s50,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s50::T1053.005,tram2_21__s50,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s50::T1056.001,tram2_21__s50,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s53::T1056.001,tram2_21__s53,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s54::T1110,tram2_21__s54,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s58::T1027,tram2_21__s58,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s6::T1562.001,tram2_21__s6,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s60::T1003.001,tram2_21__s60,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s61::T1003.001,tram2_21__s61,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s62::T1078,tram2_21__s62,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s62::T1552.001,tram2_21__s62,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s63::T1552.001,tram2_21__s63,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s65::T1068,tram2_21__s65,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s67::T1003.001,tram2_21__s67,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s68::T1552.001,tram2_21__s68,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s7::T1072,tram2_21__s7,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s70::T1072,tram2_21__s70,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s71::T1552.001,tram2_21__s71,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s73::T1003.001,tram2_21__s73,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s74::T1003.001,tram2_21__s74,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s75::T1003.001,tram2_21__s75,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s76::T1003.001,tram2_21__s76,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s77::T1003.001,tram2_21__s77,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s8::T1078,tram2_21__s8,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s81::T1078,tram2_21__s81,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s83::T1021.001,tram2_21__s83,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s84::T1016,tram2_21__s84,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s84::T1033,tram2_21__s84,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s84::T1078,tram2_21__s84,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s86::T1033,tram2_21__s86,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s9::T1078,tram2_21__s9,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s90::T1110,tram2_21__s90,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s91::T1110,tram2_21__s91,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s93::T1005,tram2_21__s93,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s93::T1078,tram2_21__s93,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s93::T1105,tram2_21__s93,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s94::T1110,tram2_21__s94,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s97::T1003.001,tram2_21__s97,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s98::T1110,tram2_21__s98,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_21__s99::T1078,tram2_21__s99,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s1::T1095,tram2_22__s1,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s13::T1056.001,tram2_22__s13,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s14::T1056.001,tram2_22__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s14::T1105,tram2_22__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s27::T1573.001,tram2_22__s27,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s37::T1055,tram2_22__s37,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s40::T1190,tram2_22__s40,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s48::T1090,tram2_22__s48,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s6::T1095,tram2_22__s6,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s61::T1041,tram2_22__s61,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s66::T1090,tram2_22__s66,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s68::T1557.001,tram2_22__s68,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s70::T1071.001,tram2_22__s70,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s72::T1218.011,tram2_22__s72,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s73::T1552.001,tram2_22__s73,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s75::T1078,tram2_22__s75,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s78::T1090,tram2_22__s78,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s79::T1041,tram2_22__s79,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s84::T1204.002,tram2_22__s84,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s85::T1518.001,tram2_22__s85,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s86::T1090,tram2_22__s86,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s87::T1041,tram2_22__s87,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s87::T1105,tram2_22__s87,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_22__s89::T1090,tram2_22__s89,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s0::T1090,tram2_23__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s0::T1105,tram2_23__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s0::T1140,tram2_23__s0,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s11::T1566.001,tram2_23__s11,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s12::T1566.001,tram2_23__s12,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s13::T1036.005,tram2_23__s13,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s14::T1204.002,tram2_23__s14,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s17::T1566.001,tram2_23__s17,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s18::T1027,tram2_23__s18,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s19::T1027,tram2_23__s19,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s19::T1140,tram2_23__s19,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s20::T1027,tram2_23__s20,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s20::T1083,tram2_23__s20,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s21::T1027,tram2_23__s21,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s22::T1055,tram2_23__s22,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s22::T1218.011,tram2_23__s22,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s26::T1036.005,tram2_23__s26,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s27::T1027,tram2_23__s27,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s27::T1036.005,tram2_23__s27,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s27::T1068,tram2_23__s27,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s29::T1041,tram2_23__s29,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s30::T1082,tram2_23__s30,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s30::T1083,tram2_23__s30,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s32::T1036.005,tram2_23__s32,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s33::T1105,tram2_23__s33,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s34::T1027,tram2_23__s34,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s35::T1204.002,tram2_23__s35,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_23__s38::T1056.001,tram2_23__s38,v2.0
